sentence,hypothesis_simple,hypothesis_traditional,clean_sentence,clean_hypothesis_simple,clean_hypothesis_traditional,training_time
先于父卒，年五十二。,先于副族年52,先於副族年52,先于父卒 年五十二,先于副族年52,先於副族年52,1196.6126444339752
效力于意大利球队贝加莫女排。,孝立瑜义大力球队被加末女排,孝立瑜義大力球隊被加末女排,效力于意大利球队贝加莫女排,孝立瑜义大力球队被加末女排,孝立瑜義大力球隊被加末女排,1196.6126444339752
他对月球运动的研究对促进行星运动及数学理论的发展起到了非常重要的作用。,"他对月球运动的研究,对促进行行行运动及数学理论的发展起到了非常重要的作用。","他對月球運動的研究,對促進行行行運動及數學理論的發展起到了非常重要的作用。",他对月球运动的研究对促进行星运动及数学理论的发展起到了非常重要的作用,他对月球运动的研究 对促进行行行运动及数学理论的发展起到了非常重要的作用,他對月球運動的研究 對促進行行行運動及數學理論的發展起到了非常重要的作用,1196.6126444339752
假设它的组成物质是较为合理的类似地球组成的话，它的半径将大约是。,"假设他的组成物质是较为合理的类似地球组成的话,他的半径将大约是","假設他的組成物質是較為合理的類似地球組成的話,他的半徑將大約是",假设它的组成物质是较为合理的类似地球组成的话 它的半径将大约是,假设他的组成物质是较为合理的类似地球组成的话 他的半径将大约是,假設他的組成物質是較為合理的類似地球組成的話 他的半徑將大約是,1196.6126444339752
此后，他进入奥迪股份公司，成为奥迪管理董事会成员，主管销售和市场。,"此后,他进入澳迪股份公司,成为澳迪管理董事会成员,主管销售和市场。","此后,他进入澳迪股份公司,成为澳迪管理董事会成员,主管销售和市场。",此后 他进入奥迪股份公司 成为奥迪管理董事会成员 主管销售和市场,此后 他进入澳迪股份公司 成为澳迪管理董事会成员 主管销售和市场,此后 他进入澳迪股份公司 成为澳迪管理董事会成员 主管销售和市场,1196.6126444339752
嘉靖四十四年，登进士第三甲第十一名。,加进44年 等近是第三甲第11名,加進44年 等近是第三甲第11名,嘉靖四十四年 登进士第三甲第十一名,加进44年 等近是第三甲第11名,加進44年 等近是第三甲第11名,1196.6126444339752
嘉靖四十四年，登进士第三甲第九十四名。,加进44年 登进时第三甲第94名,加進44年 登進時第三甲第94名,嘉靖四十四年 登进士第三甲第九十四名,加进44年 登进时第三甲第94名,加進44年 登進時第三甲第94名,1196.6126444339752
施梦龙，字伯雨，直隶常州府无锡县人，民籍，明朝政治人物、进士出身。,师孟隆自博宇 直立长州府无吸现任 民旗 明朝政治人物进世出身,師孟隆自博宇 直立長州府無吸現任 民旗 明朝政治人物進世出身,施梦龙 字伯雨 直隶常州府无锡县人 民籍 明朝政治人物 进士出身,师孟隆自博宇 直立长州府无吸现任 民旗 明朝政治人物进世出身,師孟隆自博宇 直立長州府無吸現任 民旗 明朝政治人物進世出身,1196.6126444339752
但相关微博其后被删除。,但相关微博其后被删除,但相關微博其後被刪除,但相关微博其后被删除,但相关微博其后被删除,但相關微博其後被刪除,1196.6126444339752
昆阳站可以指以下的车站：,坤阳站可以直以下的车站,坤阳站可以直以下的车站,昆阳站可以指以下的车站,坤阳站可以直以下的车站,坤阳站可以直以下的车站,1196.6126444339752
它通常不会发痒，也不会影响婴儿健康。,"他通常不会发养,也不会影响婴儿健康","他通常不會發養,也不會影響嬰兒健康",它通常不会发痒 也不会影响婴儿健康,他通常不会发养 也不会影响婴儿健康,他通常不會發養 也不會影響嬰兒健康,1196.6126444339752
因此，其职业生涯主要专注于训练和对外国港口的友好访问。,"因此,其职业生涯主要专注于训练和对外国港口的友好访问。","因此,其职业生涯主要专注于训练和对外国港口的友好访问。",因此 其职业生涯主要专注于训练和对外国港口的友好访问,因此 其职业生涯主要专注于训练和对外国港口的友好访问,因此 其职业生涯主要专注于训练和对外国港口的友好访问,1196.6126444339752
任仕达是阿姆斯特丹证券交易所的上市公司之一。,认识达是阿姆斯特丹正劝交易所的上市公司之一,認識達是阿姆斯特丹正勸交易所的上市公司之一,任仕达是阿姆斯特丹证券交易所的上市公司之一,认识达是阿姆斯特丹正劝交易所的上市公司之一,認識達是阿姆斯特丹正勸交易所的上市公司之一,1196.6126444339752
未知古坟是否阶级式建筑，也不清楚是否存在。,"未知股份是否阶级事件中,也不清楚是否存在。","未知股份是否階級事件中,也不清楚是否存在。",未知古坟是否阶级式建筑 也不清楚是否存在,未知股份是否阶级事件中 也不清楚是否存在,未知股份是否階級事件中 也不清楚是否存在,1196.6126444339752
改造盘山公路成绿道的呼声也日益强烈。,改造盘山公路成绿道的呼声也日益强烈,改造盤山公路成绿道的呼声也日益强烈,改造盘山公路成绿道的呼声也日益强烈,改造盘山公路成绿道的呼声也日益强烈,改造盤山公路成绿道的呼声也日益强烈,1196.6126444339752
上呼吸道阻力症候群是一种常见的睡眠障碍。,上呼吸道阻力正后群是一种常见的睡眠障碍,上呼吸道阻力正后群是一种常见的睡眠障碍,上呼吸道阻力症候群是一种常见的睡眠障碍,上呼吸道阻力正后群是一种常见的睡眠障碍,上呼吸道阻力正后群是一种常见的睡眠障碍,1196.6126444339752
该法合并了总统和总理这两个职位。,该法和病了总统和总理这两个职位,該法和病了總統和總理這兩個職位,该法合并了总统和总理这两个职位,该法和病了总统和总理这两个职位,該法和病了總統和總理這兩個職位,1196.6126444339752
王章年幼家贫，致力于学，道光十二年秀才，其后屡试不第。,"王章年幼家平智力于学,到光十二年秀才,其后律事不定。","王章年幼家平智力于学,到光十二年秀才,其后律事不定。",王章年幼家贫 致力于学 道光十二年秀才 其后屡试不第,王章年幼家平智力于学 到光十二年秀才 其后律事不定,王章年幼家平智力于学 到光十二年秀才 其后律事不定,1196.6126444339752
曲迁乔人，民籍，明朝政治人物。,"取迁侨人,民及,民朝政治人物","取遷僑人,民及,民朝政治人物",曲迁乔人 民籍 明朝政治人物,取迁侨人 民及 民朝政治人物,取遷僑人 民及 民朝政治人物,1196.6126444339752
咸丰二年壬子恩科进士。,"先分二连,人止,恩克进世。","先分二連,人止,恩克進世。",咸丰二年壬子恩科进士,先分二连 人止 恩克进世,先分二連 人止 恩克進世,1196.6126444339752
台风黛蒂可以指：,台分大地可以指,台分大地可以指,台风黛蒂可以指,台分大地可以指,台分大地可以指,1196.6126444339752
简称为大陆社。,剪成为大陆色,剪成为大陆色,简称为大陆社,剪成为大陆色,剪成为大陆色,1196.6126444339752
次年十一月，清兵入关袭扰，兵临遵化。,"此年11月,轻兵入官习扰,兵林,中化。","此年11月,轻兵入官习扰,兵林,中化。",次年十一月 清兵入关袭扰 兵临遵化,此年11月 轻兵入官习扰 兵林 中化,此年11月 轻兵入官习扰 兵林 中化,1196.6126444339752
前母吴氏；前母吴氏；前母刘氏；前母郑氏；张氏。,"前幕无视,前幕无视,前幕流视,前幕正视,张视","前幕無視,前幕無視,前幕流視,前幕正視,張視",前母吴氏 前母吴氏 前母刘氏 前母郑氏 张氏,前幕无视 前幕无视 前幕流视 前幕正视 张视,前幕無視 前幕無視 前幕流視 前幕正視 張視,1196.6126444339752
丞相曹操久闻其名，非常礼遇。,成像嘲嘲久文奇名非常理喻,成像嘲嘲久文奇名非常理喻,丞相曹操久闻其名 非常礼遇,成像嘲嘲久文奇名非常理喻,成像嘲嘲久文奇名非常理喻,1196.6126444339752
阿理文是一名业余建筑师。,阿里文是一名夜鱼建筑师。,阿里文是一名夜鱼建筑师。,阿理文是一名业余建筑师,阿里文是一名夜鱼建筑师,阿里文是一名夜鱼建筑师,1196.6126444339752
该河段沟通了慈城和姚江，明代朝鲜人崔溥也曾由此河道进京。,该核断沟通了池城和遥江迎带朝鲜人吹泊也曾优质核道进京,該核斷溝通了池城和遙江迎帶朝鮮人吹泊也曾優質核道進京,该河段沟通了慈城和姚江 明代朝鲜人崔溥也曾由此河道进京,该核断沟通了池城和遥江迎带朝鲜人吹泊也曾优质核道进京,該核斷溝通了池城和遙江迎帶朝鮮人吹泊也曾優質核道進京,1196.6126444339752
该行星因为在大气层内发现大量水而闻名。,该行行因为在大机城内发现的大量水而无名,該行行因為在大機城內發現的大量水而無名,该行星因为在大气层内发现大量水而闻名,该行行因为在大机城内发现的大量水而无名,該行行因為在大機城內發現的大量水而無名,1196.6126444339752
圣索非亚堂是一座罗马天主教教堂，位于意大利威尼斯卡纳雷吉欧区。,圣所菲雅堂是一座罗马天主教教堂为伊达利威尼斯坦赖雷吉尤其,聖所菲雅堂是一座羅馬天主教教堂為伊達利威尼斯坦賴雷吉尤其,圣索非亚堂是一座罗马天主教教堂 位于意大利威尼斯卡纳雷吉欧区,圣所菲雅堂是一座罗马天主教教堂为伊达利威尼斯坦赖雷吉尤其,聖所菲雅堂是一座羅馬天主教教堂為伊達利威尼斯坦賴雷吉尤其,1196.6126444339752
樊准少年时励志行，修儒术。,反准少联时立志行修诺数,反准少联时立志行修诺数,樊准少年时励志行 修儒术,反准少联时立志行修诺数,反准少联时立志行修诺数,1196.6126444339752
蒋圣爱，台东县人，台湾政治人物。,讲深爱 台东宪人 台湾政治人物,講深愛 台東憲人 台灣政治人物,蒋圣爱 台东县人 台湾政治人物,讲深爱 台东宪人 台湾政治人物,講深愛 台東憲人 台灣政治人物,1196.6126444339752
现任宜兰市长为江聪渊。,现在依然市长维江聪淹,現在依然市長維江聰淹,现任宜兰市长为江聪渊,现在依然市长维江聪淹,現在依然市長維江聰淹,1196.6126444339752
米克拉·米克拉约维奇·斯齐托，乌克兰院士、历史学家、历史科学博士。,"米克拉,米克拉也为其斯奇托,乌克拉院士,历史学家,历史科学博士","米克拉,米克拉也为其斯奇托,烏克拉院士,历史学家,历史科学博士",米克拉 米克拉约维奇 斯齐托 乌克兰院士 历史学家 历史科学博士,米克拉 米克拉也为其斯奇托 乌克拉院士 历史学家 历史科学博士,米克拉 米克拉也为其斯奇托 烏克拉院士 历史学家 历史科学博士,1196.6126444339752
大夏护军，十六国时期官名。,大下互军16国17官民,大下互军16国17官民,大夏护军 十六国时期官名,大下互军16国17官民,大下互军16国17官民,1196.6126444339752
司马褧人，南梁官员。,"司马总人,安良官员","司馬總人,安良官員",司马褧人 南梁官员,司马总人 安良官员,司馬總人 安良官員,1196.6126444339752
土岐赖元是土岐赖艺的四男。,土棋赖源是土棋赖一的世南,土棋賴源是土棋賴一的世南,土岐赖元是土岐赖艺的四男,土棋赖源是土棋赖一的世南,土棋賴源是土棋賴一的世南,1196.6126444339752
不久后，到日本工农学校山东分校学习中文、政治常识与时事等。,不久后到日本公共学校 三东分校学习中文政治常识以实施等,不久後到日本公共學校 三東分校學習中文政治常識以實施等,不久后 到日本工农学校山东分校学习中文 政治常识与时事等,不久后到日本公共学校 三东分校学习中文政治常识以实施等,不久後到日本公共學校 三東分校學習中文政治常識以實施等,1196.6126444339752
邵士梅，字峄晖，山东济宁人。,"少四美,自一灰三冬几林人","少四美,自一灰三冬几林人",邵士梅 字峄晖 山东济宁人,少四美 自一灰三冬几林人,少四美 自一灰三冬几林人,1196.6126444339752
一硫化镓对水稳定，难溶于稀酸。,"医流化家对水稳定,满容易吸酸。","醫流化家對水穩定,滿容易吸酸。",一硫化镓对水稳定 难溶于稀酸,医流化家对水稳定 满容易吸酸,醫流化家對水穩定 滿容易吸酸,1196.6126444339752
同月，皇家海军在空置的建筑物内开设了一家医院，以治疗英国太平洋舰队的伤员。,同月 皇家还均在控制的建筑物内开设一家医院以治疗英国太平安舰队的商员,同月 皇家還均在控制的建築物內開設一家醫院以治療英國太平安艦隊的商員,同月 皇家海军在空置的建筑物内开设了一家医院 以治疗英国太平洋舰队的伤员,同月 皇家还均在控制的建筑物内开设一家医院以治疗英国太平安舰队的商员,同月 皇家還均在控制的建築物內開設一家醫院以治療英國太平安艦隊的商員,1196.6126444339752
明宗得表大喜，吴越国和后唐因而恢复关系，明宗下敕听钱镠治下两浙纲使自便。,民中得表大喜 五月国和后堂因了威富关系民中下致 听前流致下量这钢石之变,民中得表大喜 五月國和後堂因了威富關係民中下致 聽前流致下量這鋼石之變,明宗得表大喜 吴越国和后唐因而恢复关系 明宗下敕听钱镠治下两浙纲使自便,民中得表大喜 五月国和后堂因了威富关系民中下致 听前流致下量这钢石之变,民中得表大喜 五月國和後堂因了威富關係民中下致 聽前流致下量這鋼石之變,1196.6126444339752
但现代国家管理和发展的要求与瓦哈比的基本教义信仰最终还是发生了冲突。,但现在国家管理和发展的要求以瓦哈比的基本教育现场最终还是发生了冲突,但现在国家管理和发展的要求以瓦哈比的基本教育现场最终还是发生了冲突,但现代国家管理和发展的要求与瓦哈比的基本教义信仰最终还是发生了冲突,但现在国家管理和发展的要求以瓦哈比的基本教育现场最终还是发生了冲突,但现在国家管理和发展的要求以瓦哈比的基本教育现场最终还是发生了冲突,1196.6126444339752
陈伯恭，江西吉安永丰县人，明朝政治人物、进士出身。,陈柏公将西及安永峰县人 明朝政治人物进视出身,陳柏公將西及安永峰縣人 明朝政治人物進視出身,陈伯恭 江西吉安永丰县人 明朝政治人物 进士出身,陈柏公将西及安永峰县人 明朝政治人物进视出身,陳柏公將西及安永峰縣人 明朝政治人物進視出身,1196.6126444339752
黎曼流形的指数映射由这个连接的指数映射给出。,"离半流行的直速硬色,由这个连接的直速硬色给出。","离半流行的直速硬色,由这个连接的直速硬色给出。",黎曼流形的指数映射由这个连接的指数映射给出,离半流行的直速硬色 由这个连接的直速硬色给出,离半流行的直速硬色 由这个连接的直速硬色给出,1196.6126444339752
纽卡素是一个位于美国阿拉巴马州杰佛逊县的非建制地区。,纽卡术是一个为美国阿拉巴马州捷福信县的非建制第七,紐卡術是一個為美國阿拉巴馬州捷福信縣的非建制第七,纽卡素是一个位于美国阿拉巴马州杰佛逊县的非建制地区,纽卡术是一个为美国阿拉巴马州捷福信县的非建制第七,紐卡術是一個為美國阿拉巴馬州捷福信縣的非建制第七,1196.6126444339752
此外，也为以岛根县作为故事舞台的神祕小说冒险游戏『方根书简』担任的语言指导。,"此外,也未以导根线作为故事舞台的神秘小说冒险游戏方根书简单任的议员知道","此外,也未以導根線作為故事舞台的神秘小說冒險遊戲方根書簡單任的議員知道",此外 也为以岛根县作为故事舞台的神祕小说冒险游戏 方根书简 担任的语言指导,此外 也未以导根线作为故事舞台的神秘小说冒险游戏方根书简单任的议员知道,此外 也未以導根線作為故事舞台的神秘小說冒險遊戲方根書簡單任的議員知道,1196.6126444339752
赵桐，字汝阳，山西平阳府绛州人，匠籍，明朝政治人物、进士出身。,造同自奴氧、三西平洋府、降州人、降级、明朝政治人物、近世出身,造同自奴氧、三西平洋府、降州人、降級、明朝政治人物、近世出身,赵桐 字汝阳 山西平阳府绛州人 匠籍 明朝政治人物 进士出身,造同自奴氧 三西平洋府 降州人 降级 明朝政治人物 近世出身,造同自奴氧 三西平洋府 降州人 降級 明朝政治人物 近世出身,1196.6126444339752
典型的例子是用偏微分方程或是时滞微分方程描述的系统。,点心的例子是用拼微音方程或者实质微分方程描述的系统,点心的例子是用拼微音方程或者实质微分方程描述的系统,典型的例子是用偏微分方程或是时滞微分方程描述的系统,点心的例子是用拼微音方程或者实质微分方程描述的系统,点心的例子是用拼微音方程或者实质微分方程描述的系统,1196.6126444339752
陆军后勤大学受认证，目前仅对毕业学生授予非学位性质的毕业证书。,陆军后勤大协受认证 目前仅对毕业学生受以非学位性质的毕业证书,陸軍後勤大協受認證 目前僅對畢業學生受以非學位性質的畢業證書,陆军后勤大学受认证 目前仅对毕业学生授予非学位性质的毕业证书,陆军后勤大协受认证 目前仅对毕业学生受以非学位性质的毕业证书,陸軍後勤大協受認證 目前僅對畢業學生受以非學位性質的畢業證書,1196.6126444339752
艾瑞克·约翰·霍斯摩，为美国职棒大联盟圣地牙哥教士的一垒手。,艾瑞克也和世魔为美国职棒大联盟圣地雅哥教士的一来手,艾瑞克也和世魔為美國職棒大聯盟聖地雅哥教士的一來手,艾瑞克 约翰 霍斯摩 为美国职棒大联盟圣地牙哥教士的一垒手,艾瑞克也和世魔为美国职棒大联盟圣地雅哥教士的一来手,艾瑞克也和世魔為美國職棒大聯盟聖地雅哥教士的一來手,1196.6126444339752
柏杨的小说《异域》，称之为「胜利带给我们撤退」。,"不一样的小说,一意,称至为胜利带给我们撤退。","不一樣的小說,一意,稱至為勝利帶給我們撤退。",柏杨的小说 异域 称之为 胜利带给我们撤退,不一样的小说 一意 称至为胜利带给我们撤退,不一樣的小說 一意 稱至為勝利帶給我們撤退,1196.6126444339752
施荣怡，香港商人、香港恒通资源集团有限公司董事总经理。,"施荣谊,香港杀人,香港康通资源集团有限公司董事总经理。","施荣誼,香港殺人,香港康通資源集團有限公司董事總經理。",施荣怡 香港商人 香港恒通资源集团有限公司董事总经理,施荣谊 香港杀人 香港康通资源集团有限公司董事总经理,施荣誼 香港殺人 香港康通資源集團有限公司董事總經理,1196.6126444339752
纪陟与弘璆进入魏境后，沿途注意观察民情，询问各地风俗。,"寄质以红球进入未进后,颜图注意观察民情,询问各地风暑。","寄质以红球进入未进后,颜图注意观察民情,询问各地风暑。",纪陟与弘璆进入魏境后 沿途注意观察民情 询问各地风俗,寄质以红球进入未进后 颜图注意观察民情 询问各地风暑,寄质以红球进入未进后 颜图注意观察民情 询问各地风暑,1196.6126444339752
斯捷潘·卡拉佩托维奇·波戈相是苏联党和国家领导人。,世界盼 卡拉沛 托尾及波哥巷是苏联党和国家领导人,世界盼 卡拉沛 托尾及波哥巷是苏联党和国家领导人,斯捷潘 卡拉佩托维奇 波戈相是苏联党和国家领导人,世界盼 卡拉沛 托尾及波哥巷是苏联党和国家领导人,世界盼 卡拉沛 托尾及波哥巷是苏联党和国家领导人,1196.6126444339752
蝉蜕是传统中医常用的动物来源药品之一，中国古代历代中医书籍均有对蝉蜕的描述。,常退是传统中医常用的动物来源要品之一中国古代历代中医书籍经有对常退的描述,常退是傳統中醫常用的動物來源要品之一中國古代歷代中醫書籍經有對常退的描述,蝉蜕是传统中医常用的动物来源药品之一 中国古代历代中医书籍均有对蝉蜕的描述,常退是传统中医常用的动物来源要品之一中国古代历代中医书籍经有对常退的描述,常退是傳統中醫常用的動物來源要品之一中國古代歷代中醫書籍經有對常退的描述,1196.6126444339752
中国工农红军将领。,中国公共红金降流,中國公共紅金降流,中国工农红军将领,中国公共红金降流,中國公共紅金降流,1196.6126444339752
该建筑是圣彼得堡第一座石造建筑。,该建筑是圣笔的宝第一座石照建筑,該建築是聖筆的寶第一座石照建築,该建筑是圣彼得堡第一座石造建筑,该建筑是圣笔的宝第一座石照建筑,該建築是聖筆的寶第一座石照建築,1196.6126444339752
后来证明，格兰特博士根本就不存在。,"后来证明,格兰特博士根本就不存在","後來證明,格蘭特博士根本就不存在",后来证明 格兰特博士根本就不存在,后来证明 格兰特博士根本就不存在,後來證明 格蘭特博士根本就不存在,1196.6126444339752
奥斯楚特是荷兰的一个市镇和城市，位于荷兰南部，属于北布拉班特省。,"奥斯楚特是荷兰的一个市政和城市未遗荷兰南部,属于北部拉班特省。","奧斯楚特是荷蘭的一個市政和城市未遺荷蘭南部,屬於北部拉班特省。",奥斯楚特是荷兰的一个市镇和城市 位于荷兰南部 属于北布拉班特省,奥斯楚特是荷兰的一个市政和城市未遗荷兰南部 属于北部拉班特省,奧斯楚特是荷蘭的一個市政和城市未遺荷蘭南部 屬於北部拉班特省,1196.6126444339752
才能到缆车站,才能到载车站,才能到载车站,才能到缆车站,才能到载车站,才能到载车站,1196.6126444339752
台湾清治末期至日治初期，下湳地区为一街庄，称为「下湳庄」，隶属于西螺堡。,"台湾亲自默契日治初期,下览地气唯一接庄,称为下览庄,利俗于西罗宝。","台灣親自默契日治初期,下覽地氣唯一接莊,稱為下覽莊,利俗於西羅寶。",台湾清治末期至日治初期 下湳地区为一街庄 称为 下湳庄 隶属于西螺堡,台湾亲自默契日治初期 下览地气唯一接庄 称为下览庄 利俗于西罗宝,台灣親自默契日治初期 下覽地氣唯一接莊 稱為下覽莊 利俗於西羅寶,1196.6126444339752
设计上，空气车需由高压帮浦加气。,设计上 空气车是由高压帮补加器,設計上 空氣車是由高壓幫補加器,设计上 空气车需由高压帮浦加气,设计上 空气车是由高压帮补加器,設計上 空氣車是由高壓幫補加器,1196.6126444339752
匹兰斯堡狩猎保护区位于南非西北省勒斯滕堡以北，与娱乐综合体太阳城相邻。,平安施保 受累保护器 位于南非西北省 乐斯腾宝一辈与移乐综合体 太阳城乡林,平安施保 受累保護器 位於南非西北省 樂斯騰寶一輩與移樂綜合體 太陽城鄉林,匹兰斯堡狩猎保护区位于南非西北省勒斯滕堡以北 与娱乐综合体太阳城相邻,平安施保 受累保护器 位于南非西北省 乐斯腾宝一辈与移乐综合体 太阳城乡林,平安施保 受累保護器 位於南非西北省 樂斯騰寶一輩與移樂綜合體 太陽城鄉林,1196.6126444339752
谢现，又名谢光现，越南勤王运动中的一位爱国将领。,谢谢右边谢光线 越南秦王运动中的伊宾爱国将领,謝謝右邊謝光線 越南秦王運動中的伊賓愛國將領,谢现 又名谢光现 越南勤王运动中的一位爱国将领,谢谢右边谢光线 越南秦王运动中的伊宾爱国将领,謝謝右邊謝光線 越南秦王運動中的伊賓愛國將領,1196.6126444339752
中科院神经所是中国神经科学领域研究的重要平台和中心之一。,中科院神经署是中国神经科学领域研究的重要平台和中心之一,中科院神经署是中国神经科学领域研究的重要平台和中心之一,中科院神经所是中国神经科学领域研究的重要平台和中心之一,中科院神经署是中国神经科学领域研究的重要平台和中心之一,中科院神经署是中国神经科学领域研究的重要平台和中心之一,1196.6126444339752
辖境相当今四川崇州市、新津县、大邑县等地。,霞建相当于金市川崇州市新经县大意县等地。,霞建相当于金市川崇州市新经县大意县等地。,辖境相当今四川崇州市 新津县 大邑县等地,霞建相当于金市川崇州市新经县大意县等地,霞建相当于金市川崇州市新经县大意县等地,1196.6126444339752
曹科人，军籍，明朝政治人物，嘉靖癸丑进士。,"朝科人经济,名朝政治人物,加进,亏丑近世。","朝科人經濟,名朝政治人物,加進,虧丑近世。",曹科人 军籍 明朝政治人物 嘉靖癸丑进士,朝科人经济 名朝政治人物 加进 亏丑近世,朝科人經濟 名朝政治人物 加進 虧丑近世,1196.6126444339752
成泰六年，阮季牕参加乂安场乡试，考中举人。,从泰六连 短计穿参加 议案场向事考重举人,從泰六連 短計穿參加 議案場向事考重舉人,成泰六年 阮季牕参加乂安场乡试 考中举人,从泰六连 短计穿参加 议案场向事考重举人,從泰六連 短計穿參加 議案場向事考重舉人,1196.6126444339752
赵君可以指：,饺饼 可止,餃餅 可止,赵君可以指,饺饼 可止,餃餅 可止,1196.6126444339752
顶新厝，是台湾南投县名间乡的一个传统地域名称，位于该乡中部偏西南。,丁寻座是台湾南投线 民间乡的一个传统地狱云称为该乡中部天西兰,丁寻座是臺灣南投線 民間鄉的一個傳統地獄雲稱為該鄉中部天西蘭,顶新厝 是台湾南投县名间乡的一个传统地域名称 位于该乡中部偏西南,丁寻座是台湾南投线 民间乡的一个传统地狱云称为该乡中部天西兰,丁寻座是臺灣南投線 民間鄉的一個傳統地獄雲稱為該鄉中部天西蘭,1196.6126444339752
圣彼得堡大学毕业。,圣比德宝大学毕业,聖比德宝大學畢業,圣彼得堡大学毕业,圣比德宝大学毕业,聖比德宝大學畢業,1196.6126444339752
卡瓦永站是法国的一个铁路车站，位于法国东南部城市卡瓦永。,卡牙勇战是法国的一个铁路车站为法国东南部城市卡牙勇,卡牙勇戰是法國的一個鐵路車站為法國東南部城市卡牙勇,卡瓦永站是法国的一个铁路车站 位于法国东南部城市卡瓦永,卡牙勇战是法国的一个铁路车站为法国东南部城市卡牙勇,卡牙勇戰是法國的一個鐵路車站為法國東南部城市卡牙勇,1196.6126444339752
汉成帝时，他的女儿被选入宫，能文明史，善辞赋，后立为婕妤，即班婕妤。,"汉城历史,她的女儿被陷入宫,能文明使,善迟富,后立为结于,即班绝于。","漢城历史,她的女兒被陷入宮,能文明使,善遲富,後立為結於,即班絕於。",汉成帝时 他的女儿被选入宫 能文明史 善辞赋 后立为婕妤 即班婕妤,汉城历史 她的女儿被陷入宫 能文明使 善迟富 后立为结于 即班绝于,漢城历史 她的女兒被陷入宮 能文明使 善遲富 後立為結於 即班絕於,1196.6126444339752
万历十年，官山西猗氏县知县，曾重修学宫。,"万例十连关三西医事宣,知宣成重修学功。","萬例十連關三西醫事宣,知宣成重修學功。",万历十年 官山西猗氏县知县 曾重修学宫,万例十连关三西医事宣 知宣成重修学功,萬例十連關三西醫事宣 知宣成重修學功,1196.6126444339752
刘艾，东汉末期政治人物、宗室。,"女爱,东汉默契政治人物,中世","女爱,东汉默契政治人物,中世",刘艾 东汉末期政治人物 宗室,女爱 东汉默契政治人物 中世,女爱 东汉默契政治人物 中世,1196.6126444339752
保泰五年，参加乡试，考中乡贡。,保泰五年参加相识 考重相供,保泰五年參加相識 考重相供,保泰五年 参加乡试 考中乡贡,保泰五年参加相识 考重相供,保泰五年參加相識 考重相供,1196.6126444339752
万历二年，登进士第三甲第一百九十五名。,万里二连登金市第三甲第195名,萬里二連登金市第三甲第195名,万历二年 登进士第三甲第一百九十五名,万里二连登金市第三甲第195名,萬里二連登金市第三甲第195名,1196.6126444339752
本列表为摩纳哥公国驻中华人民共和国历任大使名录。,本里表为摩洛哥公国驻中华人民共和国立正大使民路,本里表为摩洛哥公国驻中华人民共和国立正大使民路,本列表为摩纳哥公国驻中华人民共和国历任大使名录,本里表为摩洛哥公国驻中华人民共和国立正大使民路,本里表为摩洛哥公国驻中华人民共和国立正大使民路,1196.6126444339752
之后，麦秋成到国内巡回教学，分别在北京、上海、南京开办舞蹈交流班。,之后卖秋程到国内循回教学分别在北京、山海、南京开办、舞蹈交流办,之后卖秋程到国内循回教学分别在北京、山海、南京开办、舞蹈交流办,之后 麦秋成到国内巡回教学 分别在北京 上海 南京开办舞蹈交流班,之后卖秋程到国内循回教学分别在北京 山海 南京开办 舞蹈交流办,之后卖秋程到国内循回教学分别在北京 山海 南京开办 舞蹈交流办,1196.6126444339752
江之浦车站可能指下列日本铁路车站：,将之福车站可能只下列日本铁路车站,将之福车站可能只下列日本铁路车站,江之浦车站可能指下列日本铁路车站,将之福车站可能只下列日本铁路车站,将之福车站可能只下列日本铁路车站,1196.6126444339752
石灰岬灯塔是美国加利福尼亚州的一座灯塔，位于金门海峡最狭窄处的北岸。,史维甲登塔是美国加尼福利亚州的一座登塔为金门海峡最狭窄处的北岸,史維甲登塔是美國加尼福利亞州的一座登塔為金門海峽最狹窄處的北岸,石灰岬灯塔是美国加利福尼亚州的一座灯塔 位于金门海峡最狭窄处的北岸,史维甲登塔是美国加尼福利亚州的一座登塔为金门海峡最狭窄处的北岸,史維甲登塔是美國加尼福利亞州的一座登塔為金門海峽最狹窄處的北岸,1196.6126444339752
吴希泽是中国男模特、演员。,武西者是中国南摩特演员,武西者是中国南摩特演员,吴希泽是中国男模特 演员,武西者是中国南摩特演员,武西者是中国南摩特演员,1196.6126444339752
华善以笔帖式出身，由吏部主事升刑部郎中。,"华善以比天士出身,由立部主事生行步郎中。","華善以比天士出身,由立部主事生行步郎中。",华善以笔帖式出身 由吏部主事升刑部郎中,华善以比天士出身 由立部主事生行步郎中,華善以比天士出身 由立部主事生行步郎中,1196.6126444339752
热带气旋促成高压脊变动效应主要是高压脊在台风的东南侧建立，促成驶流场的改变。,这代气旋 处成高压级变动效应主要是高压级在台风的东南车建立 处成死流场的改变,这代气旋 处成高压级变动效应主要是高压级在台风的东南车建立 处成死流场的改变,热带气旋促成高压脊变动效应主要是高压脊在台风的东南侧建立 促成驶流场的改变,这代气旋 处成高压级变动效应主要是高压级在台风的东南车建立 处成死流场的改变,这代气旋 处成高压级变动效应主要是高压级在台风的东南车建立 处成死流场的改变,1196.6126444339752
