sentence,hypothesis_simple,hypothesis_traditional,clean_sentence,clean_hypothesis_simple,clean_hypothesis_traditional,training_time
格林镇区为美国堪萨斯州索姆奈县辖下的镇区。,河陵阵区为美国喀萨斯州索姆奈县下的阵区,河陵陣區為美國喀薩斯州索姆奈縣下的陣區,格林镇区为美国堪萨斯州索姆奈县辖下的镇区,河陵阵区为美国喀萨斯州索姆奈县下的阵区,河陵陣區為美國喀薩斯州索姆奈縣下的陣區,4195.143456459045
富勒英亩是位于美国加利福尼亚州克恩县的一个人口普查指定地区。,富勒英五是位于美国加利福尼亚州科恩县的一个人口普查执行地区,富勒英五是位於美國加利福尼亞州科恩縣的一個人口普查執行地區,富勒英亩是位于美国加利福尼亚州克恩县的一个人口普查指定地区,富勒英五是位于美国加利福尼亚州科恩县的一个人口普查执行地区,富勒英五是位於美國加利福尼亞州科恩縣的一個人口普查執行地區,4195.143456459045
我们特別回乡下,我们特别回乡下,我們特別回鄉下,我们特別回乡下,我们特别回乡下,我們特別回鄉下,4195.143456459045
这是他跟我都知道的事,这是他和我都知道的事,這是他和我都知道的事,这是他跟我都知道的事,这是他和我都知道的事,這是他和我都知道的事,4195.143456459045
席益，字大光，宋朝河南府人。,"习意自大光,宋朝河南府人。","習意自大光,宋朝河南府人。",席益 字大光 宋朝河南府人,习意自大光 宋朝河南府人,習意自大光 宋朝河南府人,4195.143456459045
这是按信徒和国家列出的宗教人口列表。,这是按信徒和国家列出的宗教人口列表,这是按信徒和国家列出的宗教人口列表,这是按信徒和国家列出的宗教人口列表,这是按信徒和国家列出的宗教人口列表,这是按信徒和国家列出的宗教人口列表,4195.143456459045
索尔哲镇区为美国堪萨斯州杰克逊县辖下的镇区。,苏俄尔这个阵区为美国喀萨斯州杰克逊县遐下的阵区,蘇俄爾這個陣區為美國喀薩斯州傑克遜縣遐下的陣區,索尔哲镇区为美国堪萨斯州杰克逊县辖下的镇区,苏俄尔这个阵区为美国喀萨斯州杰克逊县遐下的阵区,蘇俄爾這個陣區為美國喀薩斯州傑克遜縣遐下的陣區,4195.143456459045
蒙古语盲文是用于蒙古的蒙古语之盲文字母。,蒙古语 蒙文是用于蒙古的 蒙古语之蒙文字母,蒙古语 蒙文是用于蒙古的 蒙古语之蒙文字母,蒙古语盲文是用于蒙古的蒙古语之盲文字母,蒙古语 蒙文是用于蒙古的 蒙古语之蒙文字母,蒙古语 蒙文是用于蒙古的 蒙古语之蒙文字母,4195.143456459045
过度工程化多半是因为提升安全系数、增加机能、或是克服一些性能缺陷。,"过度工程化,多半是因为提升安全系数,增加机能,或是克服一些性能缺陷。","过度工程化,多半是因为提升安全系数,增加机能,或是克服一些性能缺陷。",过度工程化多半是因为提升安全系数 增加机能 或是克服一些性能缺陷,过度工程化 多半是因为提升安全系数 增加机能 或是克服一些性能缺陷,过度工程化 多半是因为提升安全系数 增加机能 或是克服一些性能缺陷,4195.143456459045
他还是法国正教主教会议主席、正教会欧盟联络处处长。,他还是法国政教主教会议主席政教会欧盟联络处处长,他還是法國政教主教會議主席政教會歐盟聯絡處處長,他还是法国正教主教会议主席 正教会欧盟联络处处长,他还是法国政教主教会议主席政教会欧盟联络处处长,他還是法國政教主教會議主席政教會歐盟聯絡處處長,4195.143456459045
该党的中央机关刊物是《解放》。,该党的中央机关开幕式解放,該黨的中央機關開幕式解放,该党的中央机关刊物是 解放,该党的中央机关开幕式解放,該黨的中央機關開幕式解放,4195.143456459045
主演是杜比·麦奎尔、积·佳兰贺和妮妲莉·宝雯。,图演是杜比·麦奎尔·基加兰赫及尼坦利·保恩,圖演是杜比·麥奎爾·基加蘭赫及尼坦利·保恩,主演是杜比 麦奎尔 积 佳兰贺和妮妲莉 宝雯,图演是杜比 麦奎尔 基加兰赫及尼坦利 保恩,圖演是杜比 麥奎爾 基加蘭赫及尼坦利 保恩,4195.143456459045
一、坚持不回嘴、不回手的和平原则。,一、坚持不回嘴不回手的和平面子,一、堅持不回嘴不回手的和平面子,一 坚持不回嘴 不回手的和平原则,一 坚持不回嘴不回手的和平面子,一 堅持不回嘴不回手的和平面子,4195.143456459045
率领所部开赴俄国内战东线作战。,率领所部开赴俄国内战东线作战,率領所部開赴俄國內戰東線作戰,率领所部开赴俄国内战东线作战,率领所部开赴俄国内战东线作战,率領所部開赴俄國內戰東線作戰,4195.143456459045
这是我的原因,这是我的原因,这是我的原因,这是我的原因,这是我的原因,这是我的原因,4195.143456459045
赫希斯塔特安德赖斯希是德国巴伐利亚州的一个市镇。,赫西斯塔克安德 奈斯西是德国巴伐利亚州的赫什镇,赫西斯塔克安德 奈斯西是德国巴伐利亚州的赫什镇,赫希斯塔特安德赖斯希是德国巴伐利亚州的一个市镇,赫西斯塔克安德 奈斯西是德国巴伐利亚州的赫什镇,赫西斯塔克安德 奈斯西是德国巴伐利亚州的赫什镇,4195.143456459045
我也是这么想的,我也是这么想的,我也是这么想的,我也是这么想的,我也是这么想的,我也是这么想的,4195.143456459045
他是史上首位在台湾出生的太空人。,他是史上首位 在台湾出生的太空人,他是史上首位 在台湾出生的太空人,他是史上首位在台湾出生的太空人,他是史上首位 在台湾出生的太空人,他是史上首位 在台湾出生的太空人,4195.143456459045
我叫帮手来,我就要帮手了,我就要幫手了,我叫帮手来,我就要帮手了,我就要幫手了,4195.143456459045
滇东杜根藤为爵床科杜根藤属的植物。,颠东肚根藤为蕨床蚵肚根藤树的植物,顛東肚根藤為蕨床蚵肚根藤樹的植物,滇东杜根藤为爵床科杜根藤属的植物,颠东肚根藤为蕨床蚵肚根藤树的植物,顛東肚根藤為蕨床蚵肚根藤樹的植物,4195.143456459045
鹿八日虎爪等鹿皮手抄本上。,鹿八日胡爪等鹿皮手抄本上,鹿八日胡爪等鹿皮手抄本上,鹿八日虎爪等鹿皮手抄本上,鹿八日胡爪等鹿皮手抄本上,鹿八日胡爪等鹿皮手抄本上,4195.143456459045
天津府官立中学堂是天津建立最早的一所官办中学。,天津府观丽中学堂是天津建立最早的一所观伴中学,天津府觀麗中學堂是天津建立最早的一所觀伴中學,天津府官立中学堂是天津建立最早的一所官办中学,天津府观丽中学堂是天津建立最早的一所观伴中学,天津府觀麗中學堂是天津建立最早的一所觀伴中學,4195.143456459045
看着我,看着我,看着我,看着我,看着我,看着我,4195.143456459045
最近听说工厂要收掉了,最近听说工厂要收掉了,最近听说工厂要收掉了,最近听说工厂要收掉了,最近听说工厂要收掉了,最近听说工厂要收掉了,4195.143456459045
里曼是最有影响力的音乐理论家之一。,李曼是最有影响力的音乐理论家之一,李曼是最有影响力的音乐理论家之一,里曼是最有影响力的音乐理论家之一,李曼是最有影响力的音乐理论家之一,李曼是最有影响力的音乐理论家之一,4195.143456459045
娆灰蝶族是灰蝶科线灰蝶亚科里的一个族。,姚徽蝶族是徽蝶科县徽蝶亚克力的一个族,姚徽蝶族是徽蝶科县徽蝶亚克力的一个族,娆灰蝶族是灰蝶科线灰蝶亚科里的一个族,姚徽蝶族是徽蝶科县徽蝶亚克力的一个族,姚徽蝶族是徽蝶科县徽蝶亚克力的一个族,4195.143456459045
此站是大韩民国继首尔站和东大邱站之后第三多使用人数的车站。,此站是大韩民国际首尔战和东大球战之后的第三多实用人数的车站,此站是大韩民国际首尔战和东大球战之后的第三多实用人数的车站,此站是大韩民国继首尔站和东大邱站之后第三多使用人数的车站,此站是大韩民国际首尔战和东大球战之后的第三多实用人数的车站,此站是大韩民国际首尔战和东大球战之后的第三多实用人数的车站,4195.143456459045
他被选为阁楼当月宠物。,他被选为阁楼当月宠物,他被選為閣樓當月寵物,他被选为阁楼当月宠物,他被选为阁楼当月宠物,他被選為閣樓當月寵物,4195.143456459045
现代的边后卫通常都具备高速度和充沛体力以便来回穿梭攻守之间。,现代的鞭后卫通常都具备高速度和充沛体力一边来回穿梭攻守之间,現代的鞭後衛通常都具備高速度和充沛體力一邊來回穿梭攻守之間,现代的边后卫通常都具备高速度和充沛体力以便来回穿梭攻守之间,现代的鞭后卫通常都具备高速度和充沛体力一边来回穿梭攻守之间,現代的鞭後衛通常都具備高速度和充沛體力一邊來回穿梭攻守之間,4195.143456459045
授河南道监察御史。,授何难道兼禅玉石,授何難道兼禪玉石,授河南道监察御史,授何难道兼禅玉石,授何難道兼禪玉石,4195.143456459045
塔皮拉伊是巴西圣保罗州的一个市镇。,塔皮拉伊是巴西圣保罗州的一个市镇,塔皮拉伊是巴西圣保罗州的一个市镇,塔皮拉伊是巴西圣保罗州的一个市镇,塔皮拉伊是巴西圣保罗州的一个市镇,塔皮拉伊是巴西圣保罗州的一个市镇,4195.143456459045
光学相机和数码相机都可以造成旁轴的。,光学相机和数码相机都可以造成螳轴吧,光学相机和数码相机都可以造成螳轴吧,光学相机和数码相机都可以造成旁轴的,光学相机和数码相机都可以造成螳轴吧,光学相机和数码相机都可以造成螳轴吧,4195.143456459045
施特拉青是奥地利下奥地利州克雷姆斯兰县的一个市镇。,史特拉清是奥地利厦奥地利州克雷姆斯兰县的一个市镇,史特拉清是奥地利厦奥地利州克雷姆斯兰县的一个市镇,施特拉青是奥地利下奥地利州克雷姆斯兰县的一个市镇,史特拉清是奥地利厦奥地利州克雷姆斯兰县的一个市镇,史特拉清是奥地利厦奥地利州克雷姆斯兰县的一个市镇,4195.143456459045
此处北辰路及奥林匹克公园中轴广场上跨四环路。,此处北城路及奥林匹克公园中周广场上跨四环路,此处北城路及奥林匹克公园中周广场上跨四环路,此处北辰路及奥林匹克公园中轴广场上跨四环路,此处北城路及奥林匹克公园中周广场上跨四环路,此处北城路及奥林匹克公园中周广场上跨四环路,4195.143456459045
长女马以南托给湖南宁乡外婆家。,长女马以南托对湖南宁乡外婆家,長女馬以南託對湖南寧鄉外婆家,长女马以南托给湖南宁乡外婆家,长女马以南托对湖南宁乡外婆家,長女馬以南託對湖南寧鄉外婆家,4195.143456459045
耶尔朱哲和迈尔朱哲出世。,耶尔读者和麦尔读者出世,耶尔读者和麦尔读者出世,耶尔朱哲和迈尔朱哲出世,耶尔读者和麦尔读者出世,耶尔读者和麦尔读者出世,4195.143456459045
婚后一年生了个女婴,婚后一年生了个女婴,婚後一年生了個女嬰,婚后一年生了个女婴,婚后一年生了个女婴,婚後一年生了個女嬰,4195.143456459045
这幅画象征着那尔迈消灭了他的敌人。,这幅画象征着男儿脉消灭了他的敌人,这幅画象征着男儿脉消灭了他的敌人,这幅画象征着那尔迈消灭了他的敌人,这幅画象征着男儿脉消灭了他的敌人,这幅画象征着男儿脉消灭了他的敌人,4195.143456459045
丰蒂安人口变化图示,封地安 人口变化图示,封地安 人口變化圖示,丰蒂安人口变化图示,封地安 人口变化图示,封地安 人口變化圖示,4195.143456459045
依舞台与观众席的相对关系区分依照建筑内部整体形状区分能乐的舞台有其特定的形状。,一舞台与观众席的相对关系区分依照建筑内部整体形状区分能乐的舞台有其特定的形状,一舞台与观众席的相对关系区分依照建筑内部整体形状区分能乐的舞台有其特定的形状,依舞台与观众席的相对关系区分依照建筑内部整体形状区分能乐的舞台有其特定的形状,一舞台与观众席的相对关系区分依照建筑内部整体形状区分能乐的舞台有其特定的形状,一舞台与观众席的相对关系区分依照建筑内部整体形状区分能乐的舞台有其特定的形状,4195.143456459045
担任广东省韶关市技师学院院长。,担任广东省首官时期市学院院长,擔任廣東省首官時期市學院院長,担任广东省韶关市技师学院院长,担任广东省首官时期市学院院长,擔任廣東省首官時期市學院院長,4195.143456459045
他在认信文中对于新教做出一些让步。,他在任性文中对于心教做出一些让步,他在任性文中对于心教做出一些让步,他在认信文中对于新教做出一些让步,他在任性文中对于心教做出一些让步,他在任性文中对于心教做出一些让步,4195.143456459045
谢米拉。,蟹米了,蟹米了,谢米拉,蟹米了,蟹米了,4195.143456459045
也给观众留下深刻影象。,也给观众留下深刻影像,也给观众留下深刻影像,也给观众留下深刻影象,也给观众留下深刻影像,也给观众留下深刻影像,4195.143456459045
这种议决对于凯撒攀上权力高峰起了莫大的作用。,这种一绝对于凯撒攀上全力高峰起了莫大的作用,这种一绝对于凯撒攀上全力高峰起了莫大的作用,这种议决对于凯撒攀上权力高峰起了莫大的作用,这种一绝对于凯撒攀上全力高峰起了莫大的作用,这种一绝对于凯撒攀上全力高峰起了莫大的作用,4195.143456459045
南唐状元。,南唐状元,南唐狀元,南唐状元,南唐状元,南唐狀元,4195.143456459045
户冢是位于东京都新宿区北部的地区。,户中属于东京都新宿区北部的地区,戶中屬於東京都新宿區北部的地區,户冢是位于东京都新宿区北部的地区,户中属于东京都新宿区北部的地区,戶中屬於東京都新宿區北部的地區,4195.143456459045
海兰是一个位于美国阿肯色州夏普县的城市。,"海南是一个位于美国阿肯色州, 夏普先的城市","海南是一个位于美国阿肯色州, 夏普先的城市",海兰是一个位于美国阿肯色州夏普县的城市,海南是一个位于美国阿肯色州 夏普先的城市,海南是一个位于美国阿肯色州 夏普先的城市,4195.143456459045
山西丙子乡试。,山西丙子相识,山西丙子相识,山西丙子乡试,山西丙子相识,山西丙子相识,4195.143456459045
目前总部所在地为巴拿马城。,目前总部所在地为巴拿马城,目前總部所在地為巴拿馬城,目前总部所在地为巴拿马城,目前总部所在地为巴拿马城,目前總部所在地為巴拿馬城,4195.143456459045
阿班旦杜很早就加入了杀人有限公司。,阿班旦杜很早就加入了杀人有限公司,阿班旦杜很早就加入了殺人有限公司,阿班旦杜很早就加入了杀人有限公司,阿班旦杜很早就加入了杀人有限公司,阿班旦杜很早就加入了殺人有限公司,4195.143456459045
塞尔热是瑞士联邦西部法语区的沃州下设的一个镇。,塞尔弱是瑞士联邦西部法语区的沃州下设的一个镇,塞尔弱是瑞士联邦西部法语区的沃州下设的一个镇,塞尔热是瑞士联邦西部法语区的沃州下设的一个镇,塞尔弱是瑞士联邦西部法语区的沃州下设的一个镇,塞尔弱是瑞士联邦西部法语区的沃州下设的一个镇,4195.143456459045
邦达仓家族自昌都发展为西藏的权贵。,邦达苍家族自昌都发展为西藏的权贵,邦达苍家族自昌都发展为西藏的权贵,邦达仓家族自昌都发展为西藏的权贵,邦达苍家族自昌都发展为西藏的权贵,邦达苍家族自昌都发展为西藏的权贵,4195.143456459045
通信是发送者通过某种媒体以某种格式来传递信息到收信者以达致某个目的。,通信是发送者通过某种媒体以某种方式来传达信息到收信者已达至某个目的,通信是发送者通过某种媒体以某种方式来传达信息到收信者已达至某个目的,通信是发送者通过某种媒体以某种格式来传递信息到收信者以达致某个目的,通信是发送者通过某种媒体以某种方式来传达信息到收信者已达至某个目的,通信是发送者通过某种媒体以某种方式来传达信息到收信者已达至某个目的,4195.143456459045
卖隐私得方便,卖隐私得方便,賣隱私得方便,卖隐私得方便,卖隐私得方便,賣隱私得方便,4195.143456459045
换热器可以按不同的方式分类。,热气可以按不同的方式分类,热气可以按不同的方式分类,换热器可以按不同的方式分类,热气可以按不同的方式分类,热气可以按不同的方式分类,4195.143456459045
所有学会均由学生担任干事筹办活动。,所有学会均由学生担任干事筹办活动,所有學會均由學生擔任幹事籌辦活動,所有学会均由学生担任干事筹办活动,所有学会均由学生担任干事筹办活动,所有學會均由學生擔任幹事籌辦活動,4195.143456459045
中华抱茎蓼为蓼科蓼属下的一个变种。,中华爆经料为料科料属下的一个变种,中华爆经料为料科料属下的一个变种,中华抱茎蓼为蓼科蓼属下的一个变种,中华爆经料为料科料属下的一个变种,中华爆经料为料科料属下的一个变种,4195.143456459045
单瘤酸模为蓼科酸模属下的一个种。,丹柳酸膜为料科酸膜属下的一个种,丹柳酸膜为料科酸膜属下的一个种,单瘤酸模为蓼科酸模属下的一个种,丹柳酸膜为料科酸膜属下的一个种,丹柳酸膜为料科酸膜属下的一个种,4195.143456459045
水星地质的主要特征是撞击坑和类似月海的熔岩平原。,水星地质的主要特征是撞击坑和类似越海的熔岩平原,水星地質的主要特徵是撞擊坑和類似越海的熔岩平原,水星地质的主要特征是撞击坑和类似月海的熔岩平原,水星地质的主要特征是撞击坑和类似越海的熔岩平原,水星地質的主要特徵是撞擊坑和類似越海的熔岩平原,4195.143456459045
找不到真实世界中的依靠,找不到真实世界中的依靠,找不到真实世界中的依靠,找不到真实世界中的依靠,找不到真实世界中的依靠,找不到真实世界中的依靠,4195.143456459045
最简单的累积二烯烃是丙二烯。,最简单的累积二息轻式丙二息,最简单的累积二息轻式丙二息,最简单的累积二烯烃是丙二烯,最简单的累积二息轻式丙二息,最简单的累积二息轻式丙二息,4195.143456459045
这使得分子的光能吸收的范围降低。,这使得分子的光能吸收的范围降低,这使得分子的光能吸收的范围降低,这使得分子的光能吸收的范围降低,这使得分子的光能吸收的范围降低,这使得分子的光能吸收的范围降低,4195.143456459045
当俱乐部在新加坡职业足球联赛踢球时期球队的主场设在女皇镇体育场。,党俱乐部在新加坡职业足球联赛踢球时期球队的主场是在女皇阵体育场,黨俱樂部在新加坡職業足球聯賽踢球時期球隊的主場是在女皇陣體育場,当俱乐部在新加坡职业足球联赛踢球时期球队的主场设在女皇镇体育场,党俱乐部在新加坡职业足球联赛踢球时期球队的主场是在女皇阵体育场,黨俱樂部在新加坡職業足球聯賽踢球時期球隊的主場是在女皇陣體育場,4195.143456459045
一定要想个办法,一定要想个办法,一定要想個辦法,一定要想个办法,一定要想个办法,一定要想個辦法,4195.143456459045
低度开发国家之一。,低度开发国家之一,低度開發國家之一,低度开发国家之一,低度开发国家之一,低度開發國家之一,4195.143456459045
屈埃泰乌。,去癌太无,去癌太無,屈埃泰乌,去癌太无,去癌太無,4195.143456459045
鱼干女嫁唐御侮校尉杜守。,余甘女加唐玉五孝未度手,余甘女加唐玉五孝未度手,鱼干女嫁唐御侮校尉杜守,余甘女加唐玉五孝未度手,余甘女加唐玉五孝未度手,4195.143456459045
治所在今四川南江县南八庙场。,至所在金四川南疆县南八庙场,至所在金四川南疆县南八庙场,治所在今四川南江县南八庙场,至所在金四川南疆县南八庙场,至所在金四川南疆县南八庙场,4195.143456459045
数字符号表示一个数字的字符和字符序列。,数字符号表示一个数字的字符和字符序列,数字符号表示一个数字的字符和字符序列,数字符号表示一个数字的字符和字符序列,数字符号表示一个数字的字符和字符序列,数字符号表示一个数字的字符和字符序列,4195.143456459045
中国银行业协会主管单位是中国银行保险监督管理委员会。,中国银行业协会主管单位是中国银行保险监督管理委员会,中国银行业协会主管单位是中国银行保险监督管理委员会,中国银行业协会主管单位是中国银行保险监督管理委员会,中国银行业协会主管单位是中国银行保险监督管理委员会,中国银行业协会主管单位是中国银行保险监督管理委员会,4195.143456459045
穆瓦斯维尔。,不挖四围二,不挖四圍二,穆瓦斯维尔,不挖四围二,不挖四圍二,4195.143456459045
关于参数类型的声明是可选的。,关于参数类型的声明是可选的,关于参数类型的声明是可选的,关于参数类型的声明是可选的,关于参数类型的声明是可选的,关于参数类型的声明是可选的,4195.143456459045
它们可能是种拥有原蜥脚类牙齿的蜥脚类恐龙。,它们可能是种拥有圆膝角类牙齿的膝角类恐龙,它們可能是種擁有圓膝角類牙齒的膝角類恐龍,它们可能是种拥有原蜥脚类牙齿的蜥脚类恐龙,它们可能是种拥有圆膝角类牙齿的膝角类恐龙,它們可能是種擁有圓膝角類牙齒的膝角類恐龍,4195.143456459045
巴尔德斯皮诺则声称将不惜抹黑其声誉。,"巴尔德斯皮诺则声称,将不惜抹黑其声语。","巴尔德斯皮诺则声称,将不惜抹黑其声语。",巴尔德斯皮诺则声称将不惜抹黑其声誉,巴尔德斯皮诺则声称 将不惜抹黑其声语,巴尔德斯皮诺则声称 将不惜抹黑其声语,4195.143456459045
韦尔诺伊亨是德国勃兰登堡州的一个市镇。,威尔诺伊亨是德国波兰登堡州的一个市镇,威尔诺伊亨是德国波兰登堡州的一个市镇,韦尔诺伊亨是德国勃兰登堡州的一个市镇,威尔诺伊亨是德国波兰登堡州的一个市镇,威尔诺伊亨是德国波兰登堡州的一个市镇,4195.143456459045
词作者宋志刚来自河南省郑州市。,此作者宋志刚来自河南省郑州市,此作者宋志剛來自河南省鄭州市,词作者宋志刚来自河南省郑州市,此作者宋志刚来自河南省郑州市,此作者宋志剛來自河南省鄭州市,4195.143456459045
柳丝藻为眼子菜科眼子菜属下的一个种。,柳丝藻为盐籽菜壳盐籽菜树下的一个种,柳絲藻为盐籽菜壳盐籽菜树下的一个种,柳丝藻为眼子菜科眼子菜属下的一个种,柳丝藻为盐籽菜壳盐籽菜树下的一个种,柳絲藻为盐籽菜壳盐籽菜树下的一个种,4195.143456459045
福建绣球为虎耳草科绣球属下的一个种。,福建绣球为胡耳草科绣球属下的一个种,福建绣球为胡耳草科绣球属下的一个种,福建绣球为虎耳草科绣球属下的一个种,福建绣球为胡耳草科绣球属下的一个种,福建绣球为胡耳草科绣球属下的一个种,4195.143456459045
后藤新平为台湾日治时期各项政经建设的基础肇始者。,后唐新平为台湾日治时期各项政经建设的基础肇事者,後唐新平為臺灣日治時期各項政經建設的基礎肇事者,后藤新平为台湾日治时期各项政经建设的基础肇始者,后唐新平为台湾日治时期各项政经建设的基础肇事者,後唐新平為臺灣日治時期各項政經建設的基礎肇事者,4195.143456459045
毕业于湖北省委党校经济管理专业。,毕业于湖北省委党校经济管理专业,毕业于湖北省委党校经济管理专业,毕业于湖北省委党校经济管理专业,毕业于湖北省委党校经济管理专业,毕业于湖北省委党校经济管理专业,4195.143456459045
阿尔夏克下布里人口变化图示,阿尔夏克·夏布里人口变化图示,阿爾夏克·夏布里人口變化圖示,阿尔夏克下布里人口变化图示,阿尔夏克 夏布里人口变化图示,阿爾夏克 夏布里人口變化圖示,4195.143456459045
沃夫巴金森怀特症候群是由于心脏电气系统的特定类型问题导致症状而导致的紊乱。,佛夫巴金森怀特症候群是由于心脏电气系统的特定类型问题导致症状而导致的紊乱,佛夫巴金森懷特症候群是由於心臟電氣系統的特定類型問題導致症狀而導致的紊亂,沃夫巴金森怀特症候群是由于心脏电气系统的特定类型问题导致症状而导致的紊乱,佛夫巴金森怀特症候群是由于心脏电气系统的特定类型问题导致症状而导致的紊乱,佛夫巴金森懷特症候群是由於心臟電氣系統的特定類型問題導致症狀而導致的紊亂,4195.143456459045
氢化铟锂的还原性介于硼氢化锂和氢化铝锂之间。,清化音离的还原性介于彭清化离和清化履离之间,清化音离的还原性介于彭清化离和清化履离之间,氢化铟锂的还原性介于硼氢化锂和氢化铝锂之间,清化音离的还原性介于彭清化离和清化履离之间,清化音离的还原性介于彭清化离和清化履离之间,4195.143456459045
有益的同一性主张是主张两个不同的描述是被使用于一个且相同的事物。,"有意的同意性主张是主张两个不同的描述,是被使用于一个且相同的事物。","有意的同意性主張是主張兩個不同的描述,是被使用於一個且相同的事物。",有益的同一性主张是主张两个不同的描述是被使用于一个且相同的事物,有意的同意性主张是主张两个不同的描述 是被使用于一个且相同的事物,有意的同意性主張是主張兩個不同的描述 是被使用於一個且相同的事物,4195.143456459045
基阿卡湖水又向西流入亚伯特湖。,"加卡糊水,右向西流入亚伯特湖","加卡糊水,右向西流入亚伯特湖",基阿卡湖水又向西流入亚伯特湖,加卡糊水 右向西流入亚伯特湖,加卡糊水 右向西流入亚伯特湖,4195.143456459045
游戏的剧情围绕恐怖主义展开。,游戏的剧情围绕恐怖主义展开,游戏的剧情围绕恐怖主义展开,游戏的剧情围绕恐怖主义展开,游戏的剧情围绕恐怖主义展开,游戏的剧情围绕恐怖主义展开,4195.143456459045
莴笋花为姜科闭鞘姜属下的一个种。,涡损花为江河地窍江蜀下的一个种,渦损花为江河地窍江蜀下的一个种,莴笋花为姜科闭鞘姜属下的一个种,涡损花为江河地窍江蜀下的一个种,渦损花为江河地窍江蜀下的一个种,4195.143456459045
嘉庆君游台湾是台湾的民间故事。,嘉庆军游台湾是台湾的民间故事,嘉慶軍遊台灣是台灣的民間故事,嘉庆君游台湾是台湾的民间故事,嘉庆军游台湾是台湾的民间故事,嘉慶軍遊台灣是台灣的民間故事,4195.143456459045
天野之弥准备派遣总署的核能专家在第一时间飞往日本。,"天也致命,准备派遣总署的核能专家在第一时间飞往日本","天也致命,準備派遣總署的核能專家在第一時間飛往日本",天野之弥准备派遣总署的核能专家在第一时间飞往日本,天也致命 准备派遣总署的核能专家在第一时间飞往日本,天也致命 準備派遣總署的核能專家在第一時間飛往日本,4195.143456459045
明光社曾刊登广告呼吁市民罢买罢看罔顾公众利益的报纸及电视节目。,明光社曾刊登广告呼吁市民罢买罢看罔顾公众利益的报纸及电视节目,明光社曾刊登廣告呼籲市民罷買罷看罔顧公眾利益的報紙及電視節目,明光社曾刊登广告呼吁市民罢买罢看罔顾公众利益的报纸及电视节目,明光社曾刊登广告呼吁市民罢买罢看罔顾公众利益的报纸及电视节目,明光社曾刊登廣告呼籲市民罷買罷看罔顧公眾利益的報紙及電視節目,4195.143456459045
出生于山东淄博。,出生于山东自博,出生于山东自博,出生于山东淄博,出生于山东自博,出生于山东自博,4195.143456459045
会同三年上奏东丹左次相渤海人大素贤贪墨行为不法。,"惠同三年上奏东丹左刺,向渤海人大,肃嫌贪漠行为不法。","惠同三年上奏東丹左刺,向渤海人大,肅嫌貪漠行為不法。",会同三年上奏东丹左次相渤海人大素贤贪墨行为不法,惠同三年上奏东丹左刺 向渤海人大 肃嫌贪漠行为不法,惠同三年上奏東丹左刺 向渤海人大 肅嫌貪漠行為不法,4195.143456459045
单县各乡镇设有卫生院或医院。,擅建各乡镇设有卫生院或医院,擅建各乡镇设有卫生院或医院,单县各乡镇设有卫生院或医院,擅建各乡镇设有卫生院或医院,擅建各乡镇设有卫生院或医院,4195.143456459045
该物种的模式产地在鄂毕河。,该物种的模式禅地在厄碧河,該物種的模式禪地在厄碧河,该物种的模式产地在鄂毕河,该物种的模式禅地在厄碧河,該物種的模式禪地在厄碧河,4195.143456459045
小学毕业后她随后迁往并且于当地就读中学。,"小学毕业后,她随后迁往并且于当地就读中学。","小學畢業後,她隨後遷往並且於當地就讀中學。",小学毕业后她随后迁往并且于当地就读中学,小学毕业后 她随后迁往并且于当地就读中学,小學畢業後 她隨後遷往並且於當地就讀中學,4195.143456459045
同时法兰西的莫罗和喔戌将发动对日耳曼新的入侵战役。,同时法兰西的末罗和沃乌将发动对日而慢行的入侵战役,同時法蘭西的末羅和沃烏將發動對日而慢行的入侵戰役,同时法兰西的莫罗和喔戌将发动对日耳曼新的入侵战役,同时法兰西的末罗和沃乌将发动对日而慢行的入侵战役,同時法蘭西的末羅和沃烏將發動對日而慢行的入侵戰役,4195.143456459045
该地曾为十字军的一个重要的供应港和军事基地。,该地曾为十字军的一个重要的公用港和军事基地,该地曾为十字军的一个重要的公用港和军事基地,该地曾为十字军的一个重要的供应港和军事基地,该地曾为十字军的一个重要的公用港和军事基地,该地曾为十字军的一个重要的公用港和军事基地,4195.143456459045
于十大劲歌金曲颁奖典礼中夺得新人奖金奖。,于十大晋歌金曲颁奖典礼中夺得新人金奖,于十大晋歌金曲颁奖典礼中夺得新人金奖,于十大劲歌金曲颁奖典礼中夺得新人奖金奖,于十大晋歌金曲颁奖典礼中夺得新人金奖,于十大晋歌金曲颁奖典礼中夺得新人金奖,4195.143456459045
梅斯基特溪是位于美国亚利桑那州莫哈维县的一个人口普查指定地区。,梅斯基特是位于美国亚利桑那州莫哈维县的一个人口普查指定地区,梅斯基特是位於美國亞利桑那州莫哈維縣的一個人口普查指定地區,梅斯基特溪是位于美国亚利桑那州莫哈维县的一个人口普查指定地区,梅斯基特是位于美国亚利桑那州莫哈维县的一个人口普查指定地区,梅斯基特是位於美國亞利桑那州莫哈維縣的一個人口普查指定地區,4195.143456459045
蟹状星云东北面的一个超新星残骸和脉冲风星云。,卸妆星云东北面的一个超新星藏盒和脉冲风星云,卸妝星雲東北面的一個超新星藏盒和脈衝風星雲,蟹状星云东北面的一个超新星残骸和脉冲风星云,卸妆星云东北面的一个超新星藏盒和脉冲风星云,卸妝星雲東北面的一個超新星藏盒和脈衝風星雲,4195.143456459045
